respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status,census_msa
3673,0,1,1,1,1,0,0,0,4,4,2,4,1,1,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3674,1,1,3,2,1,0,1,1,5,4,4,4,2,4,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
3675,0,1,1,0,1,0,0,0,4,1,1,5,2,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3676,0,0,1,2,1,0,1,0,4,1,2,4,1,1,45 - 54 Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3677,0,0,0,0,1,0,1,0,4,1,1,4,1,1,35 - 44 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3679,0,0,2,1,0,0,0,0,4,1,1,4,4,1,35 - 44 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3680,1,1,2,2,0,0,0,1,3,4,4,5,4,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3681,0,0,0,2,1,0,0,0,1,1,1,5,1,1,55 - 64 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
3682,0,0,2,1,1,0,0,1,5,3,1,3,1,1,45 - 54 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
3684,0,0,3,1,1,0,0,,5,4,4,5,4,2,18 - 34 Years,,Female,,,"MSA, Not Principle  City"
3685,0,0,2,1,1,0,1,0,4,1,2,4,1,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3687,0,0,3,0,0,0,0,1,5,3,1,5,4,2,65+ Years,< 12 Years,Female,,Not in Labor Force,"MSA, Principle City"
3688,1,1,2,2,1,0,0,,5,4,2,5,4,1,55 - 64 Years,,Female,,,"MSA, Not Principle  City"
3690,0,1,1,1,0,0,0,0,4,2,1,4,5,1,35 - 44 Years,,Male,,,"MSA, Not Principle  City"
3692,0,0,1,2,1,0,1,0,4,2,2,4,2,2,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3693,0,0,1,2,1,0,0,0,2,1,5,4,1,5,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
3696,0,0,1,2,0,0,0,0,5,2,4,5,2,4,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3698,0,1,3,1,1,0,1,1,4,1,1,4,2,1,55 - 64 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
3699,0,1,2,1,1,0,0,0,4,1,1,4,2,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3701,0,0,0,2,0,0,0,0,2,1,1,2,1,1,45 - 54 Years,Some College,Male,"> $75,000",Not in Labor Force,Non-MSA
3705,0,1,2,2,1,0,0,0,5,4,4,5,4,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,Non-MSA
3708,0,0,0,2,1,0,0,0,2,1,1,4,1,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3710,0,0,0,1,,0,0,0,,3,1,3,3,1,18 - 34 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
3711,0,1,2,0,1,0,1,0,3,1,1,5,4,1,65+ Years,Some College,Male,,Employed,"MSA, Not Principle  City"
3712,0,1,3,1,0,0,0,0,4,2,5,4,2,4,35 - 44 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
3714,0,0,0,2,1,0,0,0,2,1,1,5,4,2,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3715,0,0,2,1,0,0,0,0,3,1,2,4,1,2,65+ Years,College Graduate,Female,"> $75,000",Not in Labor Force,Non-MSA
3717,0,0,1,1,1,0,0,0,4,1,1,4,1,1,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3718,0,0,1,1,1,0,0,0,1,1,2,4,2,2,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Unemployed,Non-MSA
3719,0,1,2,1,0,0,0,0,4,2,2,4,4,2,35 - 44 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3720,1,1,2,1,1,0,1,1,5,4,4,5,4,4,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3722,1,1,1,2,0,0,0,0,5,1,2,4,4,4,35 - 44 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
3724,0,1,2,2,1,0,0,0,4,2,2,4,4,4,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
3726,0,0,3,2,1,0,1,0,4,4,4,1,1,1,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3728,0,0,1,1,0,0,0,0,4,1,2,4,1,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3729,0,0,1,2,1,0,0,0,4,2,1,4,4,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3730,0,1,1,1,1,0,0,0,4,2,2,5,2,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3731,0,1,2,2,1,0,0,0,4,4,4,4,5,1,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3732,0,1,3,1,1,0,0,1,3,4,4,4,4,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3736,0,1,3,2,1,0,0,0,5,2,2,5,2,2,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3739,0,1,1,1,1,0,0,0,4,4,1,4,4,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3740,1,1,2,1,0,0,0,0,4,4,4,4,4,4,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
3741,1,1,1,1,0,0,0,0,5,2,1,4,4,4,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,Non-MSA
3744,0,0,2,1,0,0,0,0,4,2,2,5,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3745,1,0,2,1,1,0,0,,,,,,,,45 - 54 Years,,Male,,,"MSA, Not Principle  City"
3747,1,0,1,1,1,0,0,0,5,4,2,4,2,2,45 - 54 Years,Some College,Female,"> $75,000",Employed,"MSA, Principle City"
3748,0,0,1,2,1,0,0,0,4,2,2,4,4,1,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3751,0,1,1,1,0,0,0,0,4,2,1,5,1,1,18 - 34 Years,12 Years,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
3755,1,1,2,2,1,0,0,1,4,4,2,4,4,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
3756,0,1,2,1,1,0,0,0,5,2,2,5,2,2,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3757,0,0,0,2,0,0,0,0,5,1,1,5,1,1,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3759,0,0,1,1,1,0,1,0,4,2,2,4,2,2,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3760,1,1,2,1,1,0,0,0,4,2,2,4,2,2,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3761,0,0,1,0,1,0,0,0,4,1,1,4,1,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3762,0,0,1,2,1,0,1,0,5,2,1,4,2,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3763,0,1,1,1,1,0,0,0,4,1,1,5,2,1,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3764,0,0,0,1,0,0,0,0,3,1,1,2,1,2,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3766,0,0,2,1,0,0,0,1,4,1,1,4,1,1,45 - 54 Years,Some College,Male,"> $75,000",Employed,Non-MSA
3767,0,0,2,1,1,0,0,0,4,1,5,4,1,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3768,0,0,1,1,1,0,0,0,3,2,2,1,2,2,18 - 34 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
3774,0,0,1,2,1,0,0,0,4,2,5,4,2,5,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3777,0,1,2,2,1,0,0,1,4,5,4,5,4,4,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3778,0,0,2,1,1,0,0,0,4,2,2,4,2,4,45 - 54 Years,12 Years,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3780,0,0,3,2,1,0,0,1,4,4,1,5,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3782,0,0,2,1,1,0,0,0,4,1,1,2,1,2,18 - 34 Years,< 12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3788,1,1,0,2,1,0,0,0,5,5,1,5,2,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3789,0,0,0,0,0,0,0,0,2,2,2,4,2,2,55 - 64 Years,< 12 Years,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
3790,0,1,2,1,1,0,0,0,4,1,4,5,4,1,45 - 54 Years,Some College,Female,Below Poverty,Employed,Non-MSA
3791,0,1,1,2,1,0,1,0,5,2,2,5,2,2,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3795,0,0,1,2,0,0,0,0,4,2,1,4,1,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3797,0,0,1,2,0,0,0,0,4,1,1,4,1,4,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3798,1,1,2,1,0,0,0,0,5,5,1,5,5,1,55 - 64 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3799,0,0,0,1,0,0,0,0,3,2,1,3,1,1,55 - 64 Years,12 Years,Female,,Employed,"MSA, Principle City"
3801,1,1,0,2,1,0,0,0,5,4,1,5,4,1,35 - 44 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3803,0,1,1,2,0,0,0,0,4,2,4,5,4,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3804,0,1,3,1,1,0,0,0,4,4,4,4,4,5,18 - 34 Years,< 12 Years,Female,,Not in Labor Force,"MSA, Not Principle  City"
3805,0,0,1,1,0,0,0,1,4,1,1,4,1,1,35 - 44 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3806,0,1,1,2,1,0,0,1,4,2,1,4,2,2,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3807,1,1,1,2,0,0,0,1,4,5,1,4,2,1,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3809,0,1,2,1,1,0,0,0,4,2,1,5,2,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3812,0,0,1,1,0,0,0,0,4,2,2,4,2,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3815,1,0,2,1,1,0,0,0,5,4,4,5,4,1,55 - 64 Years,12 Years,Female,"> $75,000",Employed,Non-MSA
3816,0,0,2,2,1,0,0,0,4,1,2,4,2,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3817,1,1,1,2,1,0,0,0,3,1,1,2,2,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3822,0,1,1,2,1,0,0,1,5,4,2,5,5,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3823,0,0,2,2,1,0,1,0,5,2,2,4,2,1,55 - 64 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3824,0,1,0,2,0,0,0,1,1,1,1,1,5,1,45 - 54 Years,College Graduate,Female,,Employed,"MSA, Not Principle  City"
3825,0,1,3,2,0,0,1,0,5,2,4,5,4,2,18 - 34 Years,Some College,Male,,,Non-MSA
3826,1,1,1,1,0,0,0,0,3,2,2,5,2,1,18 - 34 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3827,1,0,2,1,0,0,1,0,1,1,1,1,1,2,18 - 34 Years,12 Years,Female,Below Poverty,Employed,"MSA, Not Principle  City"
3829,1,1,3,1,1,0,0,0,3,1,5,5,5,5,65+ Years,< 12 Years,Female,,Not in Labor Force,Non-MSA
3830,0,0,1,1,1,0,0,0,4,2,2,4,1,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3831,1,1,2,1,1,0,0,0,2,1,2,4,2,1,18 - 34 Years,Some College,Male,Below Poverty,Employed,Non-MSA
3833,0,1,2,1,1,0,0,1,4,4,4,4,5,2,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3834,0,0,2,1,1,0,0,0,3,3,4,4,4,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3835,1,1,2,2,1,0,0,1,5,2,4,5,4,4,55 - 64 Years,College Graduate,Male,,Employed,"MSA, Not Principle  City"
3836,0,1,3,2,0,0,0,,4,4,5,4,4,4,45 - 54 Years,12 Years,Female,"<= $75,000, Above Poverty",Unemployed,"MSA, Not Principle  City"
3838,1,1,0,1,0,0,0,0,5,4,4,5,4,1,35 - 44 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
3840,0,0,1,1,1,0,0,0,4,1,1,4,1,1,55 - 64 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3841,1,0,3,1,1,0,0,1,5,5,5,4,2,1,45 - 54 Years,College Graduate,Male,,Unemployed,"MSA, Principle City"
3844,0,1,3,2,1,0,0,1,5,4,1,4,4,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3846,0,0,2,1,1,0,0,0,4,4,4,5,4,2,18 - 34 Years,Some College,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
3848,0,1,3,2,1,0,1,1,3,5,4,5,4,5,65+ Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Principle City"
3849,0,1,2,1,1,0,0,0,5,2,2,4,2,2,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3852,0,0,1,2,0,0,0,1,4,1,2,4,1,5,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3854,1,1,2,2,0,0,0,0,5,2,2,5,2,1,45 - 54 Years,College Graduate,Male,,Not in Labor Force,"MSA, Not Principle  City"
3855,1,1,2,2,1,0,0,1,5,4,1,5,1,1,65+ Years,College Graduate,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3856,1,1,2,1,1,0,1,1,5,2,2,5,2,4,65+ Years,< 12 Years,Female,,Not in Labor Force,"MSA, Not Principle  City"
3859,0,0,1,2,1,0,0,0,4,2,2,4,2,1,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3860,0,0,2,1,1,0,0,0,4,4,4,4,4,4,18 - 34 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3864,0,1,2,1,1,0,0,0,3,2,2,4,4,1,65+ Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3866,0,0,1,2,0,0,0,1,5,1,2,5,2,4,55 - 64 Years,12 Years,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3867,0,0,2,1,1,0,0,,,2,4,4,2,,55 - 64 Years,,Female,,,Non-MSA
3868,0,1,3,2,1,0,0,0,5,1,2,5,4,2,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
3870,0,0,2,0,1,0,0,0,4,4,2,5,2,2,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Principle City"
3871,0,0,3,1,1,0,1,1,4,4,4,4,4,4,55 - 64 Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3874,1,1,2,2,1,0,1,0,4,4,2,4,4,4,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Principle City"
3876,0,1,0,0,1,0,0,1,5,1,2,5,1,2,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3878,0,0,2,1,1,0,0,1,3,3,2,5,2,1,55 - 64 Years,12 Years,Male,"> $75,000",Employed,Non-MSA
3879,0,0,0,2,0,0,0,1,3,1,4,2,1,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
3882,1,1,1,2,1,0,0,0,5,5,4,5,5,2,55 - 64 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3883,0,1,2,2,1,0,0,0,3,2,1,4,4,4,45 - 54 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3885,0,1,1,2,1,0,0,0,4,4,2,5,4,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3887,0,0,2,2,0,0,0,0,3,1,1,2,1,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3889,1,1,3,2,1,0,0,0,5,2,1,4,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3892,0,0,1,2,1,0,0,0,4,1,2,5,2,1,35 - 44 Years,College Graduate,Male,Below Poverty,Not in Labor Force,"MSA, Principle City"
3893,0,1,1,1,0,0,0,1,4,4,2,5,4,2,65+ Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
3894,0,1,1,0,1,0,0,1,1,1,2,1,1,1,65+ Years,12 Years,Female,,Not in Labor Force,"MSA, Principle City"
3896,0,0,2,1,1,0,0,0,4,1,4,4,2,4,65+ Years,Some College,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3897,1,1,2,1,0,0,0,0,4,1,1,4,1,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3900,0,1,,1,0,0,0,,3,3,3,5,3,4,55 - 64 Years,,Female,,,"MSA, Not Principle  City"
3903,0,0,0,2,1,0,0,0,4,1,1,1,1,1,55 - 64 Years,Some College,Male,"> $75,000",Employed,"MSA, Principle City"
3904,0,0,1,1,1,0,0,1,4,1,2,4,1,4,45 - 54 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3905,1,0,2,0,1,0,0,1,5,4,4,5,4,1,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3906,0,1,1,2,1,0,0,0,5,1,1,4,2,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3908,1,0,0,2,1,0,0,0,5,2,4,4,2,2,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3909,0,1,2,2,1,0,0,0,4,2,1,4,2,1,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3910,1,1,2,1,1,0,0,0,4,2,4,4,2,2,18 - 34 Years,12 Years,Male,Below Poverty,Employed,"MSA, Principle City"
3912,1,1,2,1,1,0,0,0,4,4,4,4,4,4,35 - 44 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3913,0,0,1,2,0,0,0,0,4,1,5,2,2,5,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3915,0,1,2,2,1,0,0,0,4,2,2,4,2,2,45 - 54 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3924,0,1,2,1,0,0,0,0,3,2,4,5,2,2,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3925,1,0,1,1,0,0,0,0,5,2,2,4,2,2,35 - 44 Years,,Female,,,"MSA, Principle City"
3926,0,1,2,1,1,0,0,0,2,1,1,4,3,1,65+ Years,College Graduate,Male,,Not in Labor Force,"MSA, Principle City"
3927,0,0,0,1,1,0,0,0,4,2,1,2,2,1,18 - 34 Years,College Graduate,Female,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3928,0,0,1,1,0,0,0,0,2,2,1,1,4,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Unemployed,"MSA, Principle City"
3929,0,0,2,1,0,0,0,0,3,2,2,2,4,2,65+ Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3930,0,0,0,1,1,0,0,0,2,1,1,2,1,4,35 - 44 Years,Some College,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3931,0,1,2,2,1,0,0,0,4,2,2,4,4,2,65+ Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3935,0,0,1,1,1,0,0,0,3,2,4,2,1,4,45 - 54 Years,College Graduate,Female,"> $75,000",Employed,Non-MSA
3936,1,1,2,1,1,0,0,0,5,4,2,5,4,1,65+ Years,Some College,Female,,Unemployed,"MSA, Not Principle  City"
3939,0,0,2,2,1,0,0,1,4,2,1,5,4,1,55 - 64 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3940,1,1,1,1,0,0,0,0,5,2,1,5,1,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3941,0,1,3,2,1,0,0,0,5,1,1,5,2,1,55 - 64 Years,College Graduate,Female,"> $75,000",Unemployed,"MSA, Principle City"
3942,0,0,1,1,0,0,0,0,3,2,2,3,2,1,18 - 34 Years,12 Years,Male,,Not in Labor Force,"MSA, Not Principle  City"
3943,1,1,2,2,1,0,0,0,5,2,1,5,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3944,0,1,1,1,0,0,0,0,5,2,2,4,2,2,65+ Years,12 Years,Female,,Not in Labor Force,"MSA, Not Principle  City"
3945,1,1,1,1,0,0,0,0,4,1,1,5,1,1,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3946,0,0,0,1,1,0,0,0,1,1,1,1,1,1,65+ Years,College Graduate,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3947,0,0,1,2,1,0,0,0,4,1,2,4,4,4,35 - 44 Years,College Graduate,Male,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3948,0,1,1,1,0,0,0,1,2,2,1,5,4,1,55 - 64 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Not Principle  City"
3950,1,1,3,2,1,0,1,0,4,1,2,4,2,1,45 - 54 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3951,0,1,1,1,0,0,0,0,4,2,1,2,1,1,55 - 64 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3953,1,1,1,1,0,0,0,0,4,4,1,4,4,1,18 - 34 Years,Some College,Female,"> $75,000",Not in Labor Force,"MSA, Not Principle  City"
3954,0,0,2,1,1,0,0,1,2,2,2,2,2,2,18 - 34 Years,College Graduate,Female,"> $75,000",Employed,"MSA, Not Principle  City"
3955,0,1,2,1,1,0,1,1,4,2,4,5,4,2,18 - 34 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3957,0,1,2,1,1,0,0,1,4,4,1,4,5,1,55 - 64 Years,Some College,Female,"<= $75,000, Above Poverty",Employed,Non-MSA
3959,0,0,1,1,0,0,0,0,5,4,2,4,5,1,18 - 34 Years,Some College,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3962,0,0,2,2,1,0,0,0,3,2,4,4,2,2,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3965,1,1,3,2,1,0,1,1,5,5,4,5,5,2,65+ Years,12 Years,Female,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3969,0,0,0,1,0,0,0,0,1,1,1,1,1,1,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Employed,"MSA, Principle City"
3970,1,1,1,2,1,0,0,1,3,3,2,3,2,2,35 - 44 Years,College Graduate,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Principle City"
3971,0,1,0,0,,0,1,,4,3,2,5,1,1,45 - 54 Years,,Male,,,"MSA, Not Principle  City"
3975,0,0,3,1,1,0,1,0,2,4,4,2,5,4,18 - 34 Years,12 Years,Female,Below Poverty,Not in Labor Force,"MSA, Not Principle  City"
3976,0,1,2,2,1,0,0,0,5,2,2,5,4,2,65+ Years,College Graduate,Female,,Not in Labor Force,"MSA, Principle City"
3977,0,0,1,1,0,0,0,0,4,1,1,4,1,1,45 - 54 Years,College Graduate,Male,"<= $75,000, Above Poverty",Employed,Non-MSA
3979,1,1,3,2,1,0,1,0,5,5,2,1,5,5,45 - 54 Years,College Graduate,Male,"> $75,000",Unemployed,"MSA, Not Principle  City"
3980,0,0,1,1,0,0,0,0,2,2,1,4,2,1,18 - 34 Years,12 Years,Male,"> $75,000",Unemployed,"MSA, Not Principle  City"
3982,1,1,2,1,1,0,1,0,5,4,2,5,4,4,55 - 64 Years,College Graduate,Male,,Not in Labor Force,"MSA, Not Principle  City"
3983,0,0,1,1,1,0,0,0,3,1,1,3,2,1,45 - 54 Years,College Graduate,Male,"> $75,000",Employed,"MSA, Principle City"
3984,0,0,2,2,1,0,0,1,4,1,1,4,4,1,35 - 44 Years,Some College,Male,"<= $75,000, Above Poverty",Employed,"MSA, Not Principle  City"
3985,0,0,0,0,0,0,0,1,2,1,1,1,1,1,65+ Years,< 12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,Non-MSA
3987,0,0,1,2,1,0,1,0,5,2,1,4,2,4,65+ Years,,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3988,0,0,0,0,1,0,0,0,2,1,1,4,1,1,65+ Years,Some College,Female,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3989,0,1,1,1,0,0,0,1,5,4,1,4,5,1,55 - 64 Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
3990,1,1,1,1,1,0,0,0,5,1,2,5,1,1,65+ Years,12 Years,Male,"<= $75,000, Above Poverty",Not in Labor Force,"MSA, Not Principle  City"
