,h1n1_vaccine,seasonal_vaccine,age_group,sex,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,education,income_poverty,employment_status
5246,0,0,4,1,1,1,1,0,0,0,4,1,1,4,2,1,3,1,1
5247,1,1,3,1,3,0,1,1,1,0,4,4,4,5,5,5,0,0,1
5248,0,0,0,0,0,2,0,0,0,0,3,2,2,4,2,1,2,1,1
5249,0,1,2,1,3,2,1,1,1,0,5,5,1,5,5,1,3,2,1
5250,0,0,2,0,3,2,1,1,1,0,4,2,5,1,2,1,3,1,1
5251,0,1,0,1,1,2,1,0,0,1,5,2,4,4,4,2,2,1,1
5252,0,0,3,1,3,1,0,0,1,1,2,1,5,2,1,5,0,0,2
5253,0,0,0,1,3,2,1,0,1,1,4,5,5,5,4,4,3,1,1
5254,0,0,0,0,1,1,1,0,0,0,3,2,2,4,1,1,3,2,1
5255,0,0,4,0,2,1,1,1,0,1,3,3,2,5,2,2,2,1,2
5256,1,1,0,1,3,1,1,1,1,1,5,4,2,4,4,4,2,2,1
5257,0,1,0,1,2,2,1,1,1,0,3,4,5,5,4,2,3,1,1
5258,0,0,3,1,2,2,1,0,0,1,4,1,5,4,1,5,3,1,1
5259,0,0,1,1,1,1,1,0,0,0,4,1,1,1,2,1,3,1,1
5260,0,0,2,1,3,2,1,1,1,1,4,5,5,5,5,5,2,1,2
5261,0,1,3,1,1,1,1,1,1,0,4,2,2,4,4,4,1,1,1
5262,0,1,2,0,2,1,1,1,1,0,4,2,2,5,4,1,1,1,1
5263,0,0,0,1,1,2,1,0,0,0,4,2,1,4,2,1,3,2,1
5264,0,0,4,0,1,0,0,1,1,1,4,1,4,4,1,4,1,0,1
5265,1,0,3,0,2,1,1,0,0,0,5,5,2,4,4,2,3,1,1
5266,0,1,4,1,2,1,1,0,0,1,4,1,2,5,4,2,1,1,2
5267,0,0,2,1,2,2,1,0,0,0,3,4,4,4,4,2,3,2,1
5268,0,0,1,0,3,2,1,0,0,1,4,5,1,4,5,5,1,0,2
5269,0,0,2,1,3,1,1,1,1,0,5,5,4,5,5,4,1,0,1
5270,0,1,4,1,3,0,1,0,1,1,4,2,4,4,2,2,1,2,2
5271,1,1,4,1,2,2,1,0,0,0,3,2,2,5,2,1,3,2,2
5272,0,0,3,1,3,2,1,0,0,0,5,4,4,5,4,4,3,2,1
5273,0,0,4,1,2,1,1,0,0,1,3,1,4,4,2,2,1,1,2
5274,0,1,3,0,1,2,0,0,0,0,5,1,1,5,4,1,3,1,2
5275,0,0,0,0,2,1,1,0,0,0,3,1,1,5,2,1,3,2,1
5276,0,0,4,1,2,1,0,0,0,1,4,1,2,5,4,4,3,1,2
5277,1,0,4,1,2,1,1,1,1,1,5,5,4,5,5,1,1,1,2
5278,0,0,1,0,3,2,1,1,1,0,4,4,4,4,2,4,2,2,1
5279,0,1,4,1,3,2,1,1,0,1,4,4,4,5,4,4,2,1,2
5280,1,1,3,0,3,1,1,1,0,1,5,4,4,5,4,4,2,2,1
5281,1,1,0,1,0,2,0,0,0,1,4,4,1,5,4,1,0,1,2
5282,0,0,2,1,2,1,1,0,0,0,4,2,2,4,2,2,1,2,1
5283,0,0,1,0,3,1,1,1,0,0,4,2,4,2,2,1,3,2,1
5284,1,1,3,1,3,2,1,1,1,0,5,2,1,5,2,1,2,1,2
5285,1,1,2,1,1,1,0,0,0,0,5,4,1,5,4,2,3,1,1
5286,1,1,4,1,3,1,1,1,0,1,5,4,4,5,5,5,1,1,2
5287,0,1,3,0,2,2,1,1,1,1,4,1,1,5,2,1,2,1,2
5288,0,0,1,1,1,1,0,0,0,0,2,1,2,4,4,2,3,2,1
5289,0,1,0,0,2,1,1,0,1,0,2,1,5,5,4,1,3,1,2
5290,1,1,2,0,2,2,1,0,0,0,5,2,1,4,1,1,3,2,1
5291,0,0,3,0,2,2,1,1,1,0,5,4,4,4,4,4,2,2,1
5292,0,0,4,0,1,2,1,1,0,1,4,1,1,4,1,1,2,1,1
5293,0,0,3,1,1,1,0,0,0,1,1,1,1,1,1,1,3,1,2
5294,0,0,1,0,3,1,1,1,1,0,4,4,4,4,2,4,1,0,2
5295,0,1,0,0,2,1,0,0,0,0,3,2,2,4,4,2,3,2,1
5296,1,0,3,0,2,2,1,1,0,1,4,4,1,4,4,1,2,1,1
5297,0,1,0,1,1,1,1,0,0,0,4,2,2,4,4,2,2,2,1
5298,0,0,0,1,3,2,1,0,1,0,4,2,2,4,4,2,3,1,1
5299,0,0,1,1,1,1,1,1,1,0,2,1,5,2,1,1,2,2,1
5300,1,1,1,1,1,1,0,0,0,0,4,4,2,4,4,2,3,1,1
5301,0,0,0,1,1,2,1,0,0,0,4,2,2,4,1,2,3,2,1
5302,0,0,2,1,3,2,1,1,0,0,5,1,1,5,2,1,2,1,0
5303,0,1,1,0,0,2,0,0,0,0,1,1,1,1,1,1,3,2,1
5304,0,0,4,0,3,2,1,1,0,1,5,4,4,4,4,1,1,0,2
5305,0,0,0,1,2,2,1,1,1,0,4,2,2,5,2,4,3,1,1
5306,0,0,3,1,2,2,0,0,0,0,4,1,1,1,1,1,2,1,1
5307,0,1,2,1,2,2,1,0,0,0,4,2,2,4,2,2,3,2,2
5308,0,0,4,1,2,1,1,1,1,1,3,2,4,5,4,4,3,1,2
5309,0,0,0,0,0,1,0,0,0,0,4,2,4,4,2,4,3,2,1
5310,0,0,1,1,3,1,1,0,1,0,4,2,5,4,2,4,3,0,1
5311,1,1,4,1,2,1,1,0,0,0,4,4,4,4,4,4,1,1,1
5312,0,0,1,0,1,1,0,1,0,1,3,1,1,3,1,1,1,2,2
5313,0,0,2,0,0,2,1,0,0,0,1,1,1,1,1,1,3,1,1
5314,0,0,3,1,1,2,1,0,0,0,3,2,2,2,2,2,3,2,2
5315,0,0,0,1,0,0,0,0,0,0,5,4,5,4,4,2,0,0,1
5316,0,0,2,1,3,1,1,0,0,0,5,1,4,4,5,4,3,2,2
5317,0,0,2,1,3,1,1,0,0,1,4,2,4,5,4,5,3,2,1
5318,0,0,2,1,1,2,0,1,1,0,3,1,5,3,1,1,3,1,2
5319,0,0,0,0,1,2,1,0,0,0,3,2,2,4,1,1,3,2,1
5320,0,0,4,1,1,2,0,0,0,0,5,2,2,4,2,1,2,1,1
5321,0,0,3,1,2,2,1,0,0,0,5,2,1,4,1,1,3,1,2
5322,0,0,1,1,3,1,1,0,0,0,5,4,4,2,2,4,2,1,1
5323,1,1,1,1,1,2,1,0,0,0,5,5,1,5,5,1,3,2,1
5324,0,0,4,0,0,1,1,0,0,0,4,1,1,4,1,1,3,1,2
5325,0,1,4,1,2,1,1,1,0,1,5,1,2,5,4,4,1,1,2
5326,1,1,0,1,1,2,0,0,0,0,4,5,4,4,4,1,3,2,1
5327,0,1,2,1,0,1,1,0,0,0,5,2,1,5,4,1,1,2,1
5328,0,0,2,0,3,0,1,0,0,0,5,1,1,5,1,1,2,0,0
5329,0,0,3,1,1,1,0,0,0,0,3,1,4,3,1,4,3,1,2
5330,0,0,2,1,1,1,1,0,0,0,4,2,2,4,2,1,2,2,1
5331,0,1,4,1,3,1,0,0,0,1,4,1,2,4,4,4,2,2,2
5332,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,1
5333,0,0,4,0,2,1,1,0,0,0,4,2,1,4,2,1,1,1,1
5334,0,1,4,1,2,1,1,1,1,1,3,2,1,4,4,2,1,0,2
5335,1,1,3,1,2,1,1,1,1,1,4,4,1,5,2,1,2,1,2
5336,0,0,0,1,0,1,1,0,0,0,1,1,1,4,1,5,0,0,1
5337,0,1,3,0,2,2,0,0,0,1,3,2,4,5,4,1,3,1,2
5338,0,0,2,0,1,2,1,0,1,1,3,1,1,4,5,1,3,1,2
5339,0,0,3,1,1,0,1,0,1,0,3,1,1,4,1,1,1,1,1
5340,0,1,2,1,3,1,1,1,1,0,5,4,4,5,4,5,0,0,2
5341,0,1,3,1,2,2,1,0,0,0,5,4,1,5,4,2,2,1,2
5342,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,3,1,1
5343,0,0,3,1,1,2,1,0,0,0,1,1,1,4,1,5,3,1,2
5344,1,1,2,1,2,2,1,0,0,0,4,2,1,4,2,1,3,2,2
5345,0,0,3,1,0,1,1,1,0,1,3,1,1,4,4,5,0,1,1
5346,0,0,2,0,2,2,1,1,1,0,5,2,4,5,2,1,3,2,1
5347,0,1,3,1,2,1,1,0,0,0,4,2,2,5,2,1,3,2,1
5348,0,0,2,0,2,1,1,1,1,0,4,4,4,4,4,2,3,2,1
5349,0,0,4,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,2
5350,0,1,3,1,2,2,1,1,0,0,4,2,4,5,4,1,1,1,1
5351,0,0,2,1,1,1,1,0,0,0,4,1,1,2,2,1,3,1,2
5352,0,0,1,1,0,1,0,0,0,0,3,5,1,4,2,1,2,1,1
5353,0,1,3,0,2,2,1,0,0,0,4,2,4,3,2,4,3,1,1
5354,1,1,4,0,0,1,1,0,0,0,5,1,1,5,1,1,3,1,2
5355,0,1,4,1,2,1,1,0,0,1,4,4,5,5,2,2,1,1,2
5356,0,0,2,0,0,0,0,0,0,0,4,1,1,2,1,1,2,1,1
5357,0,1,3,1,2,1,1,1,0,0,4,2,4,5,4,4,2,1,1
5358,1,0,4,1,3,0,1,0,1,0,4,5,2,5,1,5,0,0,2
5359,0,0,1,1,1,1,1,0,0,0,4,2,1,4,2,1,3,1,2
5360,1,1,2,1,2,1,1,0,1,0,5,2,4,5,4,1,3,2,1
5361,0,1,2,0,2,2,0,0,0,0,5,2,1,5,2,1,3,2,1
5362,0,1,2,1,2,0,0,0,0,0,4,1,2,5,4,5,2,1,1
5363,1,1,1,1,3,1,1,1,1,0,3,1,5,3,4,4,3,1,1
5364,1,1,2,0,2,1,1,1,1,0,4,4,2,4,4,4,3,1,2
5365,0,1,0,1,2,2,0,0,0,0,3,1,2,5,2,4,3,1,1
5366,0,1,3,1,0,1,0,0,0,0,4,1,1,4,2,1,1,1,2
5367,1,0,2,0,0,2,0,0,0,0,3,1,1,4,1,2,3,2,1
5368,0,0,0,1,3,1,1,1,1,1,5,5,4,5,1,1,2,0,2
5369,1,0,4,1,3,1,1,0,0,1,5,2,5,5,4,1,0,0,1
5370,0,0,2,0,2,1,1,1,0,0,4,4,2,5,4,2,1,1,1
5371,1,1,3,1,3,2,1,0,0,1,4,4,1,5,5,1,2,1,1
5372,0,0,3,1,0,1,0,0,0,1,3,1,5,4,1,1,1,1,0
5373,0,0,3,1,1,1,0,0,0,0,5,1,1,4,1,1,2,0,2
5374,0,0,2,0,1,1,0,0,0,0,4,1,1,4,1,1,3,1,0
5375,0,0,0,0,1,2,0,0,0,0,4,2,2,4,2,2,2,2,2
5376,0,1,1,1,2,2,1,0,0,0,4,4,4,4,4,2,3,1,1
5377,0,1,4,1,3,1,1,0,0,1,4,2,4,5,4,1,1,1,2
5378,0,1,4,1,3,2,1,1,1,1,5,4,5,5,4,4,2,1,2
5379,0,1,3,1,1,1,1,1,1,1,3,1,2,4,4,1,1,1,2
5380,0,1,2,0,2,1,1,0,0,1,4,2,1,5,2,1,3,2,1
5381,0,1,4,0,0,1,1,1,1,1,5,1,1,5,5,2,1,1,2
5382,1,1,1,0,1,1,1,0,0,0,5,2,2,5,4,4,1,1,2
5383,1,0,0,0,2,1,0,1,1,0,3,4,5,4,5,5,1,1,1
5384,1,0,2,1,2,2,1,0,0,0,5,4,2,5,4,2,3,2,1
5385,0,0,2,1,3,0,1,1,1,0,3,4,3,4,4,3,2,0,2
5386,0,0,1,0,0,2,0,0,0,0,1,1,1,2,2,2,2,1,1
5387,0,1,4,1,1,2,0,0,0,0,3,2,2,5,5,1,2,1,2
5388,0,1,4,1,1,1,1,0,0,0,4,2,4,5,4,1,3,1,2
5389,0,0,2,0,0,0,0,0,0,0,3,1,1,1,1,1,1,0,2
5390,0,0,0,1,0,1,1,0,0,0,2,4,4,2,2,4,3,1,1
5391,0,1,4,0,2,1,1,0,0,1,3,2,4,5,4,1,0,1,2
5392,0,0,0,0,2,1,1,0,0,1,5,4,2,5,2,2,0,1,1
5393,0,0,1,1,2,1,1,1,1,0,2,5,4,2,2,2,0,1,1
5394,0,1,4,1,1,1,0,0,0,0,3,1,1,5,2,1,1,1,2
5395,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,1,3,1,1
5396,0,0,1,1,2,1,1,0,1,0,4,2,5,4,2,4,3,1,1
5397,0,0,0,0,1,1,1,0,0,1,5,1,1,4,1,1,2,2,1
5398,0,0,1,1,3,1,1,1,1,0,4,2,4,4,2,2,3,1,0
5399,0,0,0,0,1,1,1,0,0,0,4,1,1,4,1,1,1,2,2
5400,1,1,3,1,3,2,1,1,1,1,4,5,5,5,5,5,3,2,0
5401,0,1,2,1,0,2,1,0,0,0,4,2,4,4,2,2,3,1,1
5402,0,0,0,0,1,1,1,0,0,0,2,1,1,5,1,4,1,1,1
5403,0,0,2,1,2,1,1,0,0,1,4,1,5,4,2,2,1,2,1
5404,0,1,4,1,3,0,1,1,1,1,5,1,1,5,3,1,2,1,2
5405,0,0,2,1,1,1,1,0,0,0,3,1,1,3,3,1,3,2,1
5406,1,1,3,0,2,2,1,1,1,1,5,4,2,5,5,1,2,2,1
5407,1,1,1,1,2,2,1,0,0,0,4,2,4,5,4,4,1,1,1
5408,0,0,4,1,0,1,1,1,1,1,4,2,2,4,2,2,3,1,2
5409,0,0,1,1,1,1,0,0,0,0,4,1,1,4,2,2,2,1,1
5410,0,0,0,0,1,1,1,0,0,0,4,2,1,4,2,2,1,2,0
5411,0,0,0,1,2,1,1,0,0,0,5,2,2,5,4,4,3,1,1
5412,0,0,1,0,1,0,1,0,0,1,2,1,5,4,1,5,2,1,1
5413,0,0,2,1,3,1,1,1,1,0,4,4,2,4,5,5,0,0,2
5414,1,1,4,1,1,2,1,0,0,0,4,1,4,5,4,4,2,1,2
5415,0,1,3,0,1,1,1,0,0,0,4,2,2,4,4,2,3,1,2
5416,1,1,3,0,3,0,0,0,0,0,4,2,2,1,4,1,0,0,2
5417,0,0,1,1,1,2,1,0,0,1,4,2,1,5,2,1,3,2,1
5418,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,1,2,1
5419,0,1,4,1,2,0,0,0,0,0,3,2,2,5,1,2,2,0,2
5420,1,1,3,1,1,1,1,1,0,0,4,2,1,4,2,1,0,1,2
5421,0,0,2,0,1,1,1,1,1,1,4,2,2,2,2,2,1,1,1
5422,1,1,1,1,2,2,1,1,0,1,5,4,2,5,5,2,3,1,2
5423,0,0,1,0,1,1,0,0,0,0,4,1,1,5,1,1,2,1,1
5424,0,1,3,1,2,2,1,0,0,0,5,2,2,5,4,1,1,1,1
5425,0,0,3,1,1,0,1,0,0,1,2,1,1,4,1,1,0,1,2
5426,0,0,3,1,0,2,1,1,1,0,5,1,4,2,4,2,3,2,2
5427,0,0,3,0,2,1,1,0,0,0,4,4,4,4,2,4,3,2,2
5428,1,1,4,1,2,0,1,0,1,0,4,4,2,5,4,2,1,1,2
5429,0,0,1,0,2,1,1,0,0,0,3,4,2,3,3,2,2,2,1
5430,0,1,4,1,1,1,1,0,0,0,4,2,2,4,4,1,3,1,2
5431,0,1,2,1,2,1,1,0,0,0,3,2,1,4,4,1,2,2,1
5432,0,0,1,1,1,1,1,1,1,0,4,2,4,5,2,5,2,1,1
5433,1,0,2,1,0,1,1,0,1,0,4,2,2,4,2,2,1,2,1
5434,1,1,4,1,1,1,1,0,1,1,5,1,4,5,2,2,1,0,2
5435,0,1,2,1,3,2,1,0,0,1,4,2,2,4,4,2,3,1,1
5436,0,0,2,1,2,1,0,0,0,0,5,1,1,5,1,1,3,1,1
5437,0,0,0,1,2,1,1,0,0,0,5,2,2,5,1,2,1,0,1
5438,0,0,0,1,2,1,1,1,1,0,4,2,2,2,4,2,2,1,2
5439,1,0,0,1,2,1,1,1,0,0,4,5,5,2,1,4,3,0,2
5440,0,1,3,1,2,1,1,0,0,1,4,1,2,5,4,2,1,0,2
5441,1,1,3,1,3,2,0,0,0,0,4,4,1,4,4,1,3,1,2
5442,0,1,1,0,2,1,1,1,1,0,3,2,1,4,2,1,2,1,1
5443,0,0,4,0,2,2,0,0,0,1,2,1,4,4,1,5,1,1,2
5444,0,0,2,1,2,1,1,1,0,1,3,3,2,4,4,4,1,1,1
5445,0,1,4,0,2,1,1,0,0,0,4,4,4,5,5,5,0,1,2
5446,0,0,0,0,3,1,1,0,1,0,2,2,4,2,5,4,1,1,1
5447,0,0,3,1,2,1,1,1,1,1,4,4,1,5,4,1,3,1,1
5448,0,0,0,0,1,1,1,0,1,0,4,1,1,2,2,1,2,2,1
5449,0,0,4,1,1,2,1,0,0,1,4,1,4,4,2,2,2,1,2
5450,0,0,2,1,1,1,1,0,0,0,1,2,1,1,1,5,3,2,1
5451,0,0,4,0,1,1,1,1,1,0,4,1,2,4,1,2,1,1,1
5452,1,1,1,1,3,1,1,1,1,0,4,4,5,4,4,5,0,1,1
5453,0,1,4,1,1,1,1,0,0,1,4,2,2,4,2,2,1,1,2
5454,0,0,4,0,1,1,1,0,0,0,4,1,1,4,2,1,2,1,2
5455,0,1,1,1,2,2,1,0,1,1,4,2,4,4,4,2,3,2,1
5456,0,0,2,0,1,1,0,0,0,0,4,1,1,4,1,1,2,1,1
5457,0,0,1,0,3,2,1,0,0,1,5,2,2,4,5,2,3,1,1
5458,0,0,3,0,2,2,1,1,1,0,3,2,4,4,2,4,3,1,2
5459,0,1,0,1,2,2,1,0,0,1,2,2,5,4,4,5,3,2,1
5460,1,1,4,1,0,0,0,0,1,0,5,1,1,5,2,1,2,1,2
5461,0,0,2,1,1,2,1,0,0,1,3,5,1,5,5,1,2,1,1
5462,0,1,4,1,1,2,0,0,0,0,4,2,2,5,4,1,3,1,2
5463,1,1,1,1,1,2,0,0,0,1,4,4,1,5,5,1,3,1,2
5464,0,0,0,1,3,1,1,0,1,0,1,1,1,1,1,2,2,1,2
5465,0,0,3,1,1,1,1,0,0,0,2,1,5,4,1,5,3,1,1
5466,1,1,3,1,3,1,0,0,0,0,4,2,5,4,4,5,1,1,1
5467,0,1,2,1,2,2,1,0,0,0,5,2,1,4,2,1,3,2,1
5468,1,1,3,0,2,1,1,1,1,0,3,5,4,5,4,2,3,2,1
5469,0,1,3,1,2,1,1,0,0,0,5,2,2,5,4,1,3,1,1
5470,1,1,3,0,2,1,1,1,1,1,4,2,4,5,4,2,2,1,2
5471,0,0,0,0,1,1,0,0,0,0,3,3,2,3,3,1,3,1,1
5472,1,1,4,0,3,0,1,1,1,0,5,4,5,4,4,5,1,1,2
5473,1,1,3,1,2,2,1,1,0,1,5,2,2,5,4,2,3,2,1
5474,0,0,0,1,1,1,1,0,0,0,4,1,4,4,2,4,2,1,1
5475,1,0,0,1,1,2,1,0,0,0,5,4,4,4,2,1,1,1,1
5476,0,0,4,1,2,2,1,1,0,0,4,2,2,4,2,1,2,1,2
5477,0,0,4,1,1,2,0,0,0,1,4,1,2,4,2,2,3,2,2
5478,1,1,0,1,2,0,1,1,1,0,4,4,4,4,4,2,1,1,2
5479,1,1,4,1,2,1,1,0,0,1,4,5,1,5,4,1,2,1,2
5480,0,1,4,1,2,2,1,0,0,1,3,1,4,1,1,1,3,1,2
5481,0,0,1,1,3,1,1,1,1,1,5,5,5,5,5,4,0,0,2
5482,1,1,3,1,2,2,1,1,1,1,4,4,1,4,4,4,1,1,2
5483,0,0,2,0,2,1,1,1,0,0,4,2,2,4,2,2,0,1,0
5484,0,0,0,0,1,2,1,0,0,0,2,2,1,4,1,1,2,1,1
5485,0,0,2,0,2,1,1,0,0,0,5,2,2,5,4,1,2,0,0
5486,0,1,3,0,2,1,1,1,1,0,4,1,2,5,2,4,1,1,2
5487,0,0,3,0,3,1,1,1,1,1,5,2,2,4,2,2,2,2,1
5488,0,0,1,0,2,1,1,0,0,0,4,2,4,4,2,4,2,1,1
5489,0,0,0,1,2,1,1,0,0,1,4,2,2,4,2,2,3,1,1
5490,0,0,0,0,3,0,1,1,0,0,4,5,2,5,5,4,1,0,1
5491,0,0,3,0,1,1,1,1,1,0,3,1,1,4,1,1,2,1,2
5492,1,0,1,1,3,2,1,1,1,0,4,4,5,3,1,1,2,2,1
5493,0,0,1,1,1,2,1,0,0,0,2,2,4,4,2,2,3,2,1
5494,0,0,4,1,2,0,1,1,1,0,5,1,2,5,1,2,1,0,2
5495,1,1,4,0,3,1,1,1,1,0,5,4,5,5,5,5,1,0,2
5496,0,1,0,1,2,1,0,0,0,0,3,1,2,1,1,1,2,0,1
5497,0,1,4,0,2,2,1,0,0,0,5,2,2,5,4,1,3,2,2
5498,1,0,0,1,2,1,1,0,0,1,4,4,2,2,2,1,3,1,2
5499,0,0,2,1,1,1,1,0,0,0,4,1,1,2,1,1,3,2,1
5500,0,1,3,1,0,1,0,1,1,0,3,1,1,1,1,2,0,0,2
5501,0,1,3,0,0,2,1,0,0,0,4,1,1,5,2,1,3,2,1
5502,1,0,0,0,1,2,1,0,0,0,5,4,2,2,2,1,3,1,1
5503,0,0,4,0,0,0,0,0,0,0,3,1,1,3,1,1,0,1,2
5504,0,0,3,1,1,1,1,1,0,0,4,4,4,2,4,4,1,1,2
5505,0,0,2,0,0,2,1,1,1,0,4,1,1,4,1,1,3,2,1
5506,1,0,4,1,1,1,0,0,0,1,4,4,2,5,4,1,1,1,2
5507,0,0,3,0,2,1,1,0,0,1,4,2,2,4,1,2,2,2,2
5508,0,1,3,0,1,1,1,0,1,1,4,4,2,4,5,1,3,2,2
5509,1,0,0,1,1,2,1,0,0,1,5,4,4,2,2,5,2,1,2
5510,0,0,0,1,1,1,0,0,0,0,2,2,2,2,2,2,3,0,1
5511,0,0,0,0,0,1,0,0,0,1,4,1,1,4,1,1,2,2,2
5512,0,0,3,0,3,1,0,1,1,0,5,4,5,5,5,5,2,0,2
5513,1,1,3,1,2,1,1,0,1,0,4,4,4,4,4,4,3,1,1
5514,1,0,0,1,1,1,1,0,0,0,5,4,2,5,2,2,3,1,0
5515,0,1,3,1,0,2,1,0,0,0,1,1,4,1,5,1,3,1,0
5516,0,0,1,0,3,2,1,1,1,0,2,2,4,4,1,2,3,1,1
5517,0,1,3,1,2,1,1,1,1,0,3,2,4,5,4,2,1,1,2
5518,0,1,4,1,0,1,0,0,0,0,4,1,1,5,4,1,1,1,2
5519,1,0,0,0,2,1,1,1,1,1,4,2,2,4,2,2,0,2,2
5520,1,1,4,0,3,2,1,1,1,0,4,4,1,5,4,1,2,1,2
5521,0,0,2,1,2,2,1,1,1,1,3,1,2,3,1,2,1,1,2
5522,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,3,1,2
5523,0,0,0,1,2,2,0,0,0,1,2,5,5,2,4,5,2,2,1
5524,0,1,2,0,1,1,0,0,0,0,4,2,2,4,2,2,3,2,1
5525,0,0,0,0,1,1,0,0,0,0,2,1,4,4,2,2,3,1,1
5526,1,1,2,0,1,2,0,0,0,0,2,1,1,4,1,1,3,2,1
5527,0,0,3,1,1,2,1,0,0,0,4,1,1,4,1,1,1,1,1
5528,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,1,1,1,1
5529,1,0,0,0,1,2,0,0,0,1,4,4,4,2,1,1,3,2,1
5530,0,0,4,1,2,1,1,1,1,0,4,2,4,4,2,4,0,1,2
5531,1,1,0,1,2,2,1,1,1,0,5,4,1,5,4,1,1,1,1
5532,0,1,4,0,2,1,1,1,1,1,4,4,1,4,2,1,3,1,2
5533,0,1,3,1,2,1,1,1,0,1,5,2,2,5,5,1,1,1,0
5534,0,0,1,0,1,1,1,1,1,0,4,1,1,4,1,1,3,2,1
5535,0,0,3,0,1,1,1,0,1,0,4,1,4,4,4,2,1,2,1
5536,1,0,1,1,3,1,1,1,1,0,5,5,2,5,5,2,1,0,2
5537,0,0,0,0,1,1,1,0,0,0,3,3,4,3,2,4,3,1,1
5538,0,0,0,1,2,1,1,0,0,0,4,2,2,4,2,2,3,1,1
5539,0,1,0,0,2,1,1,0,0,0,4,2,2,5,4,2,2,0,2
5540,0,0,3,0,2,1,1,1,0,1,4,2,4,4,2,4,3,2,2
5541,0,0,3,1,1,1,0,0,0,0,4,1,4,4,1,4,3,1,1
5542,0,0,3,1,3,0,1,0,0,0,2,1,2,2,2,2,1,1,1
5543,0,0,3,1,1,1,1,0,0,0,2,1,4,4,1,1,3,2,2
5544,1,1,0,0,1,2,1,1,0,0,5,2,2,4,4,2,3,2,1
5545,0,0,2,1,2,2,1,1,1,1,4,2,2,2,2,2,3,2,1
5546,0,0,0,1,2,0,1,0,0,0,4,1,5,2,2,1,1,1,2
5547,1,0,1,0,1,2,1,0,1,0,4,2,2,4,2,2,2,2,1
5548,0,1,3,1,3,1,1,1,1,0,4,2,4,5,5,2,2,1,1
5549,0,1,4,0,2,1,0,0,0,0,4,2,4,4,2,4,2,1,2
5550,0,1,4,1,0,1,1,1,1,0,5,2,1,5,4,4,2,1,2
5551,1,1,2,1,2,2,1,1,1,0,4,2,1,4,2,1,2,2,1
5552,0,0,1,1,3,1,0,0,1,1,5,5,5,1,1,5,2,1,2
5553,1,1,1,1,3,2,1,1,1,1,4,5,5,5,5,5,2,0,1
5554,0,0,2,1,2,1,1,0,0,0,5,1,2,2,1,2,0,1,2
5555,1,0,3,0,3,1,1,0,0,0,4,2,2,4,4,2,1,1,1
5556,0,0,2,0,3,0,0,0,0,0,5,5,5,5,5,2,1,0,0
5557,0,0,3,1,2,0,1,1,0,0,4,2,1,4,1,2,1,0,2
5558,0,0,2,1,1,1,1,0,0,0,3,2,2,3,2,2,3,1,1
5559,0,0,0,1,2,2,0,0,0,0,5,1,2,4,2,1,3,2,1
5560,0,1,4,1,0,0,1,1,1,0,4,1,1,5,4,4,1,1,2
5561,0,1,1,1,1,1,1,0,0,0,4,1,2,4,4,2,3,2,1
5562,0,0,3,1,2,1,1,0,0,0,5,2,4,5,2,4,0,1,2
5563,0,1,1,0,2,2,1,0,0,0,3,2,2,5,4,1,3,2,1
5564,0,0,2,1,1,2,1,0,0,0,3,1,1,3,1,1,3,2,1
5565,0,1,3,1,0,1,1,1,0,1,4,1,1,5,5,4,1,1,1
5566,1,1,1,1,2,2,1,0,0,0,5,4,4,5,4,1,3,2,1
5567,0,1,3,0,2,2,1,0,0,1,4,2,2,4,2,2,2,1,2
5568,0,0,1,1,3,1,1,1,0,0,5,1,4,5,1,4,0,0,2
5569,1,1,4,0,1,1,1,0,0,1,4,1,1,5,4,4,2,1,2
5570,0,0,3,1,2,2,1,1,1,0,3,2,2,4,2,2,3,0,1
5571,0,0,3,1,2,2,1,0,0,0,5,2,2,5,2,1,3,1,1
5572,0,0,0,1,1,1,1,1,0,0,4,1,2,4,1,2,2,0,0
5573,1,1,3,1,2,2,1,0,0,1,5,4,5,5,5,1,3,2,1
5574,0,0,2,0,2,1,1,0,0,0,5,2,2,5,2,2,2,0,1
5575,0,1,4,0,2,2,0,0,1,0,5,5,4,4,4,4,3,2,2
5576,0,1,4,1,2,2,1,1,1,0,4,2,4,4,4,4,2,1,2
5577,1,1,4,1,2,1,1,0,0,1,5,4,4,5,5,5,1,1,2
5578,0,0,1,1,2,1,1,1,1,0,4,2,2,5,4,2,3,1,1
5579,0,0,3,0,1,2,1,1,1,1,5,1,2,5,4,1,3,2,2
5580,0,1,4,0,3,1,1,0,0,0,4,5,1,4,1,1,3,2,2
5581,0,1,4,1,2,1,1,0,0,1,4,2,2,4,2,1,3,1,2
