respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
12081,0,0,1,1,1,0,0,0,3,3,2,4,1,2,3,2,1,,1
12082,0,0,1,1,1,0,0,0,5,2,2,4,2,2,2,3,1,2,1
12083,0,1,1,2,0,0,1,,,,,,,,4,,1,,
12084,0,0,0,1,0,0,0,0,4,1,1,1,1,1,3,3,0,2,1
12086,0,0,2,2,1,0,0,0,3,4,4,4,4,1,1,3,1,2,2
12087,0,1,0,0,0,0,0,0,1,1,1,4,1,1,3,1,1,1,1
12088,1,1,3,2,1,0,0,0,4,4,2,5,5,1,1,3,1,2,1
12092,1,1,2,2,1,0,0,0,5,3,2,5,3,2,4,3,0,1,1
12093,0,0,0,2,0,0,0,0,4,2,1,2,5,1,0,3,1,1,1
12094,0,1,3,1,1,0,1,0,4,2,4,4,4,4,0,3,0,2,1
12096,0,0,1,1,1,0,0,0,5,1,1,4,2,4,1,2,0,2,1
12097,1,0,1,2,0,0,0,0,3,,1,3,3,1,4,1,1,,2
12098,0,1,1,1,1,0,0,1,2,1,2,5,5,1,0,2,1,0,2
12100,0,1,2,1,1,0,0,0,4,4,2,4,4,1,2,3,1,2,1
12101,1,1,2,1,1,0,0,0,4,4,2,5,4,4,3,1,1,1,1
12103,1,0,2,2,1,0,1,0,4,2,1,5,2,1,1,1,1,,1
12104,1,1,2,0,0,0,0,0,4,2,2,4,4,4,4,0,0,1,2
12106,0,1,2,2,1,0,0,0,4,4,4,5,4,1,1,3,1,2,1
12107,0,1,1,1,1,0,0,0,5,1,1,4,1,1,2,3,1,2,1
12108,0,0,2,1,1,0,0,0,4,2,1,5,2,1,4,3,1,1,2
12111,0,1,0,2,1,0,0,0,3,2,2,5,2,1,2,1,1,,2
12112,0,1,0,2,1,0,0,1,3,1,1,5,5,1,3,1,1,1,1
12114,1,1,2,1,0,0,0,0,4,2,2,5,2,1,3,1,1,1,1
12115,0,1,2,0,1,0,0,0,4,2,1,4,4,1,3,3,1,1,1
12116,0,0,1,1,1,0,0,0,4,1,2,4,2,2,0,3,1,1,1
12117,0,0,1,1,0,0,0,0,4,2,2,4,2,2,3,1,1,1,2
12119,0,0,1,0,1,0,0,0,4,2,2,4,2,1,2,1,0,1,1
12120,1,1,1,2,0,0,0,1,4,5,2,4,5,2,0,3,0,1,2
12121,0,1,2,2,1,0,0,1,4,4,2,4,4,4,0,3,1,2,2
12122,1,0,1,1,1,0,0,0,4,4,1,4,4,1,0,2,0,1,1
12123,0,0,1,1,0,0,0,0,3,1,1,1,1,1,0,1,0,0,0
12125,1,1,1,1,0,0,1,1,3,3,1,5,4,1,4,,0,,1
12126,1,0,1,1,1,0,0,1,5,4,1,5,4,1,0,2,1,1,1
12127,0,1,3,1,0,0,0,0,5,1,1,5,4,1,0,,0,,
12129,0,0,1,1,1,0,0,0,3,1,2,3,2,2,2,3,0,2,1
12130,0,1,1,2,0,0,0,,,,,,,,1,,1,,
12131,0,0,2,0,1,0,0,,3,3,3,3,3,,3,,1,,
12133,1,1,2,2,0,0,0,0,5,4,1,5,4,1,4,3,1,2,2
12135,0,1,1,1,1,0,0,0,3,1,2,5,2,2,4,2,1,1,2
12136,0,0,1,1,0,0,0,0,5,1,4,5,1,4,2,0,0,,0
12137,0,1,3,2,1,0,0,0,4,4,1,2,5,5,3,3,0,2,2
12138,0,0,1,2,0,0,0,0,2,1,1,1,1,1,2,3,1,,1
12140,0,0,3,0,0,0,0,0,4,4,2,4,2,2,2,1,0,2,1
12141,0,1,2,2,0,0,0,1,4,2,1,5,4,1,3,3,0,,2
12142,0,1,1,2,0,0,0,0,4,2,1,4,2,1,0,3,1,0,2
12143,0,0,2,2,1,0,0,0,5,4,1,4,2,1,3,3,1,2,1
12145,0,0,1,1,1,0,0,0,2,1,1,2,1,1,1,2,1,2,1
12146,0,0,1,1,1,0,0,0,2,1,1,2,4,1,2,3,1,2,2
12148,0,0,0,0,1,0,0,1,5,2,2,5,2,2,2,2,0,1,2
12149,0,1,1,1,1,0,0,0,3,2,1,4,2,2,4,2,0,1,2
12150,0,1,2,1,0,0,0,1,3,4,2,5,4,5,3,1,1,,2
12151,1,0,1,1,1,0,0,0,3,1,1,4,2,2,3,2,0,1,0
12153,0,0,1,1,1,0,0,0,4,2,2,4,2,2,0,3,1,1,1
12154,1,0,1,1,1,0,0,0,4,2,2,4,2,2,0,3,1,1,1
12155,0,0,1,2,0,0,0,0,5,2,1,5,2,1,0,3,1,0,1
12156,1,0,3,1,0,0,0,0,4,5,4,5,5,4,1,2,0,1,1
12157,0,0,2,2,1,0,0,0,4,2,2,4,2,1,1,3,1,1,1
12159,0,1,2,1,1,0,1,0,5,1,1,4,2,1,3,2,0,1,1
12160,0,0,1,1,0,0,0,0,2,1,1,2,1,1,3,2,0,1,1
12161,0,0,1,1,1,0,1,0,3,1,1,2,1,1,2,2,1,0,2
12162,0,1,2,1,1,0,0,0,5,2,2,5,4,1,3,3,1,1,1
12165,0,1,2,1,1,0,0,0,4,4,4,4,5,1,3,2,1,1,1
12167,0,0,0,1,0,0,0,0,4,4,1,1,4,1,1,1,1,,1
12168,0,1,3,2,1,0,1,1,3,5,5,4,5,4,2,2,1,1,0
12169,0,0,2,1,1,0,0,1,5,1,1,5,4,4,2,0,0,1,0
12170,1,1,2,1,0,0,0,0,3,2,2,4,4,2,4,2,1,2,2
12171,0,0,2,2,1,0,0,0,3,1,4,3,2,4,2,3,1,2,1
12173,1,1,2,1,1,0,0,0,4,2,2,4,4,1,3,3,1,1,2
12174,0,1,2,1,1,0,0,1,3,2,2,5,2,2,1,2,0,2,1
12176,0,0,1,1,0,0,0,0,5,1,1,5,1,1,3,3,0,1,1
12178,0,1,2,1,1,0,0,0,3,3,2,5,2,1,4,1,1,1,1
12179,0,1,1,1,0,0,1,1,3,3,2,2,2,2,4,1,1,,2
12180,0,0,1,2,1,0,1,1,3,2,5,4,2,5,3,3,1,2,1
12181,0,0,2,1,0,0,0,0,4,2,1,4,1,2,2,2,1,1,2
12188,0,1,2,2,1,0,0,0,4,2,4,5,5,2,1,1,1,0,1
12190,0,1,2,2,1,0,0,0,4,2,2,4,5,2,0,2,1,1,2
12192,0,1,2,2,0,0,0,0,3,4,1,4,4,2,2,3,1,2,1
12195,1,1,2,2,1,0,1,1,5,2,4,5,5,1,0,3,1,2,1
12197,0,0,1,1,1,0,0,1,4,1,5,4,5,5,1,1,0,1,1
12198,0,0,1,1,0,0,0,0,5,1,1,5,1,1,1,3,0,2,1
12199,0,1,1,0,1,0,0,1,4,3,2,5,2,1,4,1,1,0,2
12200,1,1,3,2,1,0,0,0,5,4,1,5,4,2,4,3,1,1,2
12201,0,1,1,2,1,0,0,0,4,1,1,5,2,2,4,3,1,2,2
12204,0,0,2,1,1,0,0,0,4,1,1,5,1,2,2,1,0,1,1
12205,1,1,2,2,1,0,0,0,5,4,1,5,4,1,4,3,0,2,1
12207,1,1,1,1,0,0,0,0,4,2,2,4,4,4,0,3,0,2,1
12212,0,1,1,2,1,0,0,0,5,1,1,5,1,1,2,3,0,2,1
12214,0,0,2,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0
12216,1,1,2,1,1,0,0,1,5,4,2,5,4,2,4,1,0,1,2
12217,1,0,1,1,1,0,0,1,4,2,4,4,2,1,0,2,1,2,1
12218,0,1,2,1,1,0,1,1,2,2,4,5,2,2,0,1,0,0,0
12219,0,0,0,1,0,0,0,0,4,4,1,4,5,1,1,1,0,1,1
12222,0,0,1,0,0,0,0,1,5,4,2,5,5,1,4,1,1,0,2
12225,0,0,1,1,1,0,0,0,4,4,1,2,4,4,0,3,0,2,1
12227,0,0,1,1,1,0,0,0,5,2,1,4,4,2,1,3,0,2,1
12231,0,0,2,0,1,0,0,0,4,2,2,4,2,2,0,1,1,1,1
12233,0,0,2,1,1,0,1,0,4,1,2,4,2,2,3,3,1,2,2
12234,0,0,2,1,1,0,0,0,3,4,1,4,4,1,0,3,1,2,1
12235,0,1,2,1,1,0,0,0,5,2,1,5,5,1,3,3,1,2,1
12236,1,1,2,1,0,0,0,1,5,5,2,5,5,2,3,2,1,2,1
12237,0,1,0,1,0,0,1,0,3,1,2,1,1,1,4,,0,1,2
12239,0,1,3,2,1,0,0,0,3,3,1,4,1,1,1,2,1,1,1
12240,0,1,3,1,1,0,0,0,5,4,2,5,2,1,4,3,1,2,2
12241,0,0,2,1,1,0,1,0,4,2,2,4,1,2,3,3,1,2,1
12242,1,1,1,1,1,0,0,1,4,1,1,5,4,1,4,2,0,1,2
12245,0,0,0,1,1,0,0,0,3,1,1,3,2,1,4,1,0,1,1
12246,0,0,2,1,1,0,0,1,4,1,2,4,2,1,4,3,0,2,2
12247,1,1,2,1,1,0,0,0,5,4,1,4,4,1,3,3,0,2,1
12248,1,1,0,0,1,0,0,0,4,1,1,4,1,1,1,2,0,2,1
12249,0,0,1,2,1,0,0,1,4,2,2,2,2,2,0,2,1,1,1
12250,1,1,2,2,1,0,0,0,5,2,4,5,4,2,4,2,1,1,2
12251,0,0,1,1,0,0,0,0,3,1,2,3,1,4,2,3,0,,0
12252,0,0,1,2,0,0,0,0,4,2,4,2,2,4,2,3,1,2,1
12253,0,1,1,2,1,0,0,0,4,4,2,2,4,2,1,3,0,1,1
12261,0,1,0,2,0,0,0,0,,1,1,3,1,1,2,3,1,,1
12262,0,1,1,1,0,0,0,1,4,1,1,5,5,1,3,3,0,2,2
12264,0,0,1,2,0,0,0,0,2,1,2,4,1,1,1,3,0,2,1
12265,0,0,1,1,1,0,0,0,5,2,1,5,2,1,1,3,1,1,1
12267,0,0,3,1,0,0,0,0,4,1,4,4,2,4,4,1,1,1,2
12271,1,1,3,1,1,0,1,0,5,4,5,5,5,5,2,1,1,2,1
12273,1,1,2,1,1,0,0,0,4,2,4,4,2,4,0,2,0,2,0
12274,0,1,1,1,1,0,0,1,4,2,1,4,4,5,4,3,0,1,2
12275,1,1,2,2,1,0,0,0,4,3,4,3,3,4,2,3,1,2,1
12276,0,1,2,1,1,0,0,0,5,2,2,5,2,2,2,,1,,
12278,1,0,0,2,1,0,0,0,2,1,2,2,1,1,1,3,1,2,1
12279,0,0,1,1,1,0,0,0,4,1,2,4,1,1,3,3,0,1,1
12281,1,0,1,1,1,0,0,0,3,1,1,5,2,1,3,3,0,2,2
12282,1,1,2,2,1,0,0,1,5,2,4,4,5,4,0,3,1,1,1
12283,0,1,1,1,1,0,0,1,4,1,2,4,2,1,3,3,0,1,2
12284,0,0,2,1,0,0,0,0,4,4,4,5,4,2,2,3,0,2,1
12285,0,1,1,1,0,0,0,0,4,2,2,4,4,2,1,2,0,1,1
12287,0,0,1,2,0,0,0,1,3,4,4,4,2,4,1,3,1,2,1
12289,1,1,3,1,1,0,0,1,5,5,5,5,5,2,3,3,1,2,1
12291,0,0,2,1,1,0,1,,5,,,,,,2,,1,,
12292,0,0,2,1,1,0,0,0,5,2,2,5,2,2,2,0,1,2,1
12293,0,0,1,1,1,0,0,1,4,2,4,5,4,2,0,2,1,0,2
12294,0,0,1,1,1,0,0,0,3,3,2,4,2,2,0,2,1,0,2
12295,0,0,1,2,0,0,0,0,4,2,1,4,1,1,1,3,0,2,1
12296,0,1,0,2,0,0,0,1,1,1,1,1,1,1,4,1,0,,2
12297,0,0,1,1,1,0,0,0,4,2,1,5,2,1,1,2,0,2,1
12298,0,0,0,2,1,0,0,0,1,1,1,1,1,1,4,1,1,1,2
12299,1,1,3,1,1,0,0,0,5,4,5,5,5,5,1,2,1,0,1
12300,0,0,0,1,0,0,0,0,2,1,1,2,1,1,3,2,0,,1
12302,0,0,1,2,1,0,0,0,5,4,4,5,4,1,1,3,1,2,1
12303,1,1,2,2,1,0,0,1,4,4,4,5,4,4,3,3,1,2,1
12304,0,0,2,2,0,0,0,0,4,2,2,4,4,1,0,0,0,1,1
12305,0,1,0,2,0,0,0,,4,,,,,,1,,0,,
12306,0,0,3,1,1,0,0,1,3,2,5,4,4,4,0,3,1,1,1
12308,0,0,1,1,0,0,0,0,3,1,2,4,2,2,3,2,1,,1
12310,0,0,1,1,1,0,0,0,5,4,5,2,2,1,0,1,0,1,1
12312,0,0,2,1,1,0,0,0,4,4,1,5,4,4,0,3,0,1,1
12313,0,0,2,2,1,0,0,0,2,1,2,2,1,2,1,3,0,1,1
12314,1,1,2,1,1,0,0,0,5,2,4,2,2,4,2,3,0,2,1
12319,0,0,1,2,1,0,0,1,4,2,1,4,2,1,0,1,1,0,2
12320,1,1,3,2,1,0,0,1,5,4,1,5,4,1,3,3,1,1,2
12322,0,1,2,2,1,0,0,,4,1,1,4,2,1,1,,0,,
12323,0,1,2,2,1,0,0,0,4,2,1,4,2,1,2,3,1,2,1
12325,0,0,2,1,0,0,0,0,5,2,2,5,2,1,3,1,0,1,1
7939,0,0,0,0,1,,1,0,3,1,1,3,3,3,4,1,1,,2
12326,1,1,1,1,0,0,1,1,4,2,1,4,2,1,3,3,0,2,1
12328,0,0,2,1,1,0,0,0,4,2,4,4,2,4,3,2,0,0,0
12329,0,0,1,1,0,0,0,0,4,2,5,4,2,5,1,1,1,1,1
12330,0,0,1,1,0,0,0,0,1,1,1,2,2,1,0,1,0,1,1
12332,0,0,1,2,1,0,0,1,4,1,2,4,1,1,4,3,0,1,2
12333,0,0,1,2,0,0,0,0,2,2,2,4,2,2,2,3,0,2,1
12334,1,1,1,1,0,0,0,0,5,2,2,5,4,4,3,3,0,1,1
12335,0,0,1,1,1,0,0,0,5,2,1,5,2,4,1,1,1,1,1
12336,1,0,1,0,1,0,0,1,5,5,2,5,2,2,3,1,0,1,2
12337,0,0,1,1,0,0,0,0,4,1,1,4,2,1,3,3,1,2,1
12339,0,0,2,1,1,0,1,0,2,2,4,2,1,2,0,2,0,,1
12340,0,1,2,1,0,0,0,1,4,2,4,5,4,2,4,3,1,1,2
12341,0,0,3,1,0,0,1,0,3,4,2,4,2,2,2,,1,0,1
12342,0,0,2,2,1,0,0,0,3,2,4,4,4,4,2,2,0,1,1
12345,0,1,1,1,1,0,0,0,4,1,4,4,1,2,1,3,1,1,2
12346,0,0,0,2,1,0,1,0,2,2,1,2,2,1,4,3,1,,2
12348,0,0,0,0,0,0,0,0,2,2,5,1,2,5,2,1,1,0,1
12349,0,0,1,1,1,0,1,0,3,2,1,3,1,1,2,2,1,1,2
12351,0,1,0,1,1,0,0,1,2,1,4,5,4,1,3,3,0,1,1
12352,1,1,3,0,0,0,0,0,5,1,2,5,2,2,4,2,1,1,2
12353,0,0,2,1,1,0,0,0,4,1,1,5,1,1,2,2,1,1,0
12357,0,1,2,1,1,0,0,0,4,1,1,5,2,2,4,3,1,,2
12360,0,0,1,0,1,0,0,1,2,1,1,2,1,1,1,2,1,1,1
12361,1,1,0,2,1,0,0,0,4,1,1,4,1,1,2,2,0,,1
12362,1,1,1,1,1,0,0,0,5,4,2,5,4,2,3,2,1,1,1
12364,0,1,2,1,1,0,0,0,5,4,4,4,4,1,2,0,1,2,1
12365,0,1,2,1,1,0,0,0,3,3,4,5,2,4,3,3,0,2,1
12366,1,1,1,2,0,0,0,0,5,4,2,5,5,1,3,3,0,,1
12374,1,1,2,2,1,0,1,0,5,4,1,5,5,1,3,3,1,2,1
12375,0,0,1,1,0,0,0,0,4,1,1,4,1,1,2,2,0,1,1
12376,0,0,2,1,1,0,0,0,3,2,2,4,2,2,0,1,0,0,2
12377,0,1,0,1,0,0,0,1,3,1,2,5,3,1,4,3,1,1,2
12378,0,0,3,2,1,0,1,0,5,1,2,5,1,2,1,3,1,0,1
12379,0,1,2,1,1,0,1,0,3,2,2,4,2,2,1,1,1,0,0
12381,0,0,1,1,0,0,0,0,4,1,1,4,1,1,4,1,1,2,2
12382,0,1,2,2,1,0,0,0,5,2,4,4,2,1,1,3,1,2,1
12385,0,0,2,1,1,0,1,0,4,2,2,4,1,4,4,1,0,2,2
12386,0,1,1,1,0,0,0,0,4,2,4,4,4,4,1,3,1,2,1
12388,1,1,3,1,0,0,0,0,4,2,1,4,4,1,3,3,1,1,1
12390,0,1,1,1,1,0,0,0,4,2,2,5,4,1,4,3,0,1,2
12392,0,1,1,1,1,0,0,1,2,1,2,4,2,1,3,3,1,1,0
12393,0,1,2,1,1,0,0,1,4,1,1,2,4,1,3,2,1,1,2
12394,0,0,2,2,1,0,0,0,4,2,1,4,2,4,2,0,1,1,2
12395,0,1,2,1,1,0,0,0,4,2,4,4,2,2,0,3,1,2,1
12398,0,0,2,2,1,0,0,0,4,2,4,2,2,1,2,3,0,2,1
12399,0,0,2,1,1,0,0,0,4,2,5,4,2,4,3,3,0,2,1
12400,1,1,2,1,1,0,0,0,3,2,1,5,2,1,0,3,1,1,1
12402,1,1,2,2,0,0,0,0,5,1,1,5,2,1,4,1,1,1,2
12403,0,0,2,1,1,0,0,0,3,3,2,4,2,1,0,1,0,,1
12404,0,0,0,0,0,0,0,1,4,1,1,4,1,1,4,2,1,,2
12405,0,1,2,2,1,0,0,0,4,2,2,5,4,1,3,1,0,2,1
12406,0,0,0,2,1,0,0,0,4,1,1,5,2,1,0,3,0,1,1
12408,0,1,2,1,0,0,1,1,4,1,1,5,5,1,4,3,0,1,2
12409,0,0,2,0,0,0,0,1,3,3,1,3,3,1,4,1,1,0,2
12410,0,1,1,1,0,0,0,1,5,1,1,5,2,1,2,3,0,2,1
12411,0,1,1,0,0,0,0,1,5,2,2,2,2,1,4,0,0,0,2
12413,0,0,2,1,1,0,0,0,4,1,1,4,2,2,1,3,0,2,1
12414,0,0,1,1,0,0,0,0,2,1,1,1,1,1,3,2,0,1,1
12415,0,1,1,1,0,0,0,1,4,2,1,5,2,2,2,1,0,2,1
12417,0,0,1,1,1,0,0,0,5,2,2,5,2,1,4,3,0,1,2
12420,0,0,2,2,0,0,0,0,5,2,2,4,4,1,1,3,0,,1
12422,0,1,0,1,1,0,1,0,4,4,2,5,4,2,4,2,1,1,2
12423,0,0,0,0,0,0,0,1,4,2,1,4,2,1,0,3,0,1,2
12424,0,0,2,1,1,0,1,1,4,2,2,4,2,4,0,1,0,1,1
12425,0,0,2,2,0,0,0,0,5,4,2,5,2,1,3,3,0,2,0
12427,0,0,0,2,1,0,0,0,4,1,4,4,1,1,0,3,0,2,1
12431,0,0,1,2,1,0,0,1,5,2,2,4,2,2,3,3,0,1,2
12432,0,0,0,1,1,0,0,1,4,2,1,4,2,1,4,1,0,1,2
12433,1,1,1,1,1,0,0,0,3,4,5,5,5,2,4,1,1,1,2
12436,0,0,2,1,1,0,0,0,4,1,4,4,2,4,2,1,0,2,1
12437,0,0,2,1,0,0,0,0,5,1,1,4,1,4,3,1,1,1,2
12438,1,0,1,2,1,0,0,0,4,2,2,4,1,1,0,3,1,1,0
12439,0,0,2,1,0,0,0,0,4,4,4,4,4,4,0,2,1,1,1
12441,1,1,2,2,0,0,0,0,3,2,1,5,4,1,4,1,1,1,2
12442,0,0,2,1,0,0,0,0,3,3,4,3,4,4,1,3,1,1,2
12443,0,0,1,2,0,0,0,0,4,1,1,5,1,1,2,2,0,2,1
12446,0,1,2,1,0,0,0,0,5,3,2,5,3,1,4,3,0,1,2
12448,0,0,2,1,0,0,0,0,4,1,1,4,1,1,3,1,1,2,2
12449,1,1,1,1,0,0,0,0,4,4,1,4,2,1,4,1,1,1,2
12452,0,0,1,1,1,0,0,1,2,1,1,2,1,1,4,3,1,1,2
12455,1,1,1,1,1,0,0,0,4,1,4,4,2,1,4,2,0,1,2
12456,0,0,1,2,1,0,0,0,3,2,2,4,2,2,0,1,1,2,1
12458,0,0,0,1,0,0,0,0,3,3,1,4,2,1,0,3,0,1,1
12459,0,0,1,1,1,0,0,0,4,2,2,4,2,2,4,2,1,1,2
12461,0,0,1,2,0,0,0,0,4,2,1,4,2,2,0,3,1,1,1
12463,0,0,1,2,0,0,0,0,3,3,1,3,1,2,1,,1,,
12469,0,0,2,1,1,0,0,,,,,,,,0,,0,,
12470,0,1,3,2,1,0,0,0,4,4,4,4,4,4,3,1,1,1,1
12471,0,0,1,2,0,0,0,0,2,2,1,2,4,1,1,3,0,2,1
12472,0,1,0,2,0,0,0,0,3,1,5,5,2,1,1,,0,,
12473,1,1,1,2,1,0,0,0,5,2,2,5,4,1,4,3,1,1,2
12475,1,1,2,2,1,0,0,0,5,4,2,5,4,2,4,3,0,2,1
12477,1,1,2,2,1,0,0,0,4,2,2,,3,1,3,1,1,,1
12480,0,0,1,2,1,0,0,0,2,1,2,2,1,2,1,3,1,2,2
12481,0,0,1,2,1,0,0,0,5,2,4,2,2,2,0,3,1,1,1
12484,0,0,2,2,1,0,0,0,4,2,4,4,2,4,3,2,0,2,1
12485,0,0,2,2,1,0,1,0,5,2,4,4,2,2,3,3,1,2,1
12486,0,1,1,1,1,0,1,0,5,1,1,5,4,2,3,1,0,1,1
12487,0,0,2,1,1,0,0,0,2,2,2,4,2,2,1,3,1,2,1
12489,0,0,3,1,1,0,1,0,4,2,4,4,2,2,1,1,1,2,1
12490,1,1,1,1,1,0,0,0,3,1,1,5,2,1,4,0,0,1,2
12491,0,0,2,1,1,0,0,1,3,3,2,2,2,2,4,2,1,1,1
12493,0,1,0,2,1,0,0,1,2,1,1,5,4,4,0,1,1,1,1
12494,0,1,2,1,1,0,0,0,4,2,4,4,4,2,1,3,1,2,2
12495,0,0,2,1,1,0,0,0,4,1,1,4,2,1,0,1,0,,1
12496,0,0,2,1,1,0,1,0,4,4,4,4,2,1,1,2,0,1,1
12497,1,1,3,1,1,0,0,0,4,5,1,4,5,1,3,3,1,,1
12498,0,1,1,0,0,0,0,0,4,2,2,4,2,2,4,1,1,1,1
12500,0,1,2,2,0,0,0,0,4,1,2,4,4,4,4,1,0,1,2
12501,0,0,1,1,1,0,0,0,4,2,2,4,4,4,3,1,0,,2
12502,0,0,3,1,1,0,0,0,4,2,4,5,2,5,3,1,1,1,1
12503,0,0,1,1,1,0,0,0,5,4,2,5,4,2,0,3,0,1,1
12505,1,1,1,1,1,0,0,0,4,1,1,5,1,1,4,1,1,,2
12506,0,0,1,1,1,0,0,1,5,1,2,4,1,4,4,3,1,1,2
12508,0,0,0,0,1,0,0,0,4,1,1,1,1,1,0,2,0,1,2
12510,0,0,0,1,1,0,0,0,5,2,1,4,2,2,0,1,1,0,1
12511,0,1,2,1,0,0,0,0,4,4,2,4,4,2,4,1,1,,2
12513,1,1,2,0,1,0,0,1,4,4,4,3,5,2,4,2,1,1,2
12514,0,1,2,1,1,0,0,1,4,2,2,4,2,2,0,0,1,2,2
12515,0,0,0,0,0,0,1,0,3,1,2,2,2,2,4,1,1,,2
12516,0,0,3,1,1,0,0,1,3,2,5,5,2,4,2,2,0,1,1
12518,0,0,1,1,1,0,0,0,2,2,2,2,4,2,2,1,0,,1
12519,0,1,2,1,1,0,0,,4,4,2,,,,0,,1,,
12520,1,1,0,0,0,0,0,0,4,4,4,4,4,4,3,2,0,2,1
12522,0,0,2,1,1,0,0,0,4,2,1,4,2,2,0,3,0,1,1
12523,0,0,3,2,0,0,0,0,5,4,4,5,4,1,4,3,0,2,1
12526,1,1,1,2,1,0,0,0,3,1,1,5,3,1,4,3,1,,2
12529,0,0,0,1,1,0,1,0,3,1,1,3,1,5,1,1,0,,1
12530,0,0,3,1,0,0,1,0,5,1,2,4,1,2,0,0,0,0,1
12531,0,1,2,1,0,0,0,,,,,,,,4,,1,,
12532,1,0,2,1,0,0,0,0,5,2,1,5,4,2,2,2,0,1,1
12533,1,0,2,2,1,0,0,0,5,4,1,5,4,1,3,3,0,2,1
12538,0,0,2,2,0,0,0,0,5,2,4,5,2,4,4,1,1,1,2
12540,0,0,1,0,0,0,0,0,2,1,2,4,2,1,2,2,0,0,2
12541,0,0,1,1,0,0,0,0,3,1,2,4,1,2,3,3,0,,1
12547,0,0,1,2,1,0,0,0,3,1,2,4,4,2,2,1,1,,1
12549,1,1,2,1,0,0,0,0,5,4,4,5,4,2,4,3,0,1,2
12550,0,1,3,2,1,0,0,0,5,4,1,5,4,1,4,3,1,1,2
12551,1,1,2,1,1,0,0,0,4,1,1,4,4,1,4,1,1,1,2
12552,0,0,1,1,1,0,0,0,4,1,2,5,4,2,4,3,1,1,1
12553,1,1,2,1,1,0,0,0,5,2,2,5,4,2,2,3,1,2,1
12554,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1,,1,,
12557,0,0,2,1,0,0,0,0,4,4,2,4,2,2,2,2,1,1,1
12558,0,1,2,2,1,0,0,0,4,2,5,4,4,4,3,1,1,1,0
12559,1,1,1,2,0,0,0,0,5,2,1,5,2,1,3,3,0,2,1
12560,0,0,2,1,1,0,0,0,5,2,2,4,2,2,1,3,0,1,1
12563,0,1,3,1,1,0,1,1,4,2,5,5,4,2,3,3,1,1,1
12564,0,1,3,1,1,0,1,0,5,4,5,5,5,4,0,2,1,1,2
12565,0,0,3,2,0,0,0,1,3,5,5,1,5,4,0,3,0,2,0
12567,0,1,2,2,0,0,0,0,5,2,2,5,4,1,4,3,1,,2
12568,0,1,2,2,1,0,0,0,4,4,2,4,4,1,2,3,1,2,1
12569,1,1,2,2,0,0,0,0,3,4,4,3,4,1,3,2,1,2,1
12571,1,1,1,1,1,0,0,0,5,4,4,5,4,4,2,3,1,2,1
12573,0,0,1,2,1,0,0,0,1,1,4,2,1,4,2,3,0,2,1
12574,1,0,3,2,1,0,0,0,5,1,4,4,2,2,3,1,1,2,0
12576,0,0,0,1,0,0,1,0,1,1,1,2,1,1,2,2,1,1,1
12577,0,1,3,2,1,0,0,,3,,5,5,3,2,0,,0,,
12580,0,0,0,1,0,0,1,0,4,1,5,4,4,5,1,2,0,1,1
12583,0,1,3,0,1,0,1,1,5,5,1,4,5,1,3,1,1,0,2
12584,1,1,2,2,1,0,0,1,4,5,1,5,4,1,1,3,1,2,1
12585,0,0,3,1,0,0,1,0,5,4,4,4,4,2,3,0,0,1,0
12587,1,1,1,1,1,0,0,0,3,1,1,4,1,1,4,2,1,1,
12590,0,1,2,2,1,0,0,0,4,2,2,5,4,4,2,3,1,2,1
12591,0,1,2,1,1,0,0,0,4,2,2,5,1,1,4,3,1,1,2
12592,0,0,1,2,1,0,0,0,4,2,1,4,4,1,2,3,1,0,2
12593,0,1,3,1,1,0,0,0,3,3,1,3,3,1,2,1,1,,1
12594,0,0,1,2,1,0,0,0,2,2,2,2,2,2,1,3,0,2,1
12595,0,0,2,1,1,0,1,,4,2,2,2,2,2,2,,0,,
12598,1,1,2,2,1,0,0,0,5,4,2,4,4,1,3,3,1,2,1
12599,0,0,0,0,0,0,0,0,3,1,1,4,1,1,1,0,0,1,1
12600,0,0,1,1,1,0,0,0,3,1,1,2,1,1,1,3,1,2,1
12601,1,1,2,2,1,0,0,0,5,4,1,4,5,2,2,3,0,1,1
12604,1,1,3,2,1,0,0,0,3,5,5,3,5,1,2,3,0,2,1
12608,0,0,1,1,1,0,0,0,5,1,1,1,1,1,0,2,1,2,1
12609,0,0,1,1,0,0,1,0,3,3,2,2,3,2,1,2,0,,1
12611,0,1,2,2,1,0,0,1,3,1,1,3,3,1,4,3,1,2,1
12612,1,1,2,2,1,0,0,1,5,4,4,4,4,4,2,3,1,2,1
12614,0,1,2,1,1,0,0,0,5,2,4,4,4,1,3,1,0,1,1
12616,0,0,3,1,1,0,1,,5,1,2,,,,0,,0,,
12617,0,1,2,1,1,0,0,0,4,1,4,4,4,2,2,2,1,2,1
12618,0,0,1,2,1,0,0,0,4,1,5,4,2,5,1,2,1,1,2
